ID Receta,Titulo,Calorias,Carbohidratos,Proteinas,Grasas
DP92AgezDhOtRbxSQGxQ,Chili de Pavo Fácil,220,10,23,9
Iyo1JvxjHXSq4KPkXvrP,Ensalada de Garbanzo con Perejil y Limón,220,25,8,11
bDlVHtr1oPCuEgALECax,Alitas Picantes al Horno con Dip de Cilantro y Lima,220,17,25,5
fHk37XDQ4xNzHtid5xvT,Chili Rápido para Congelador en Instant Pot,220,22,20,7
jwpedS6yjHVkBnBhO3uq,Avena con Frutas del Bosque y Almendra,220,33,7,7
kVc4I8SMhXWtdduw0Fp5,Pastel de Carne de Pavo al Estilo Suroeste,220,15,20,8
n4ytyLLeQc1ViGvVxHNq,Rollito de Huevo sin Relleno,220,9,25,9
pnLitY1KgIWD8jWCWSm9,Satay de Pollo,220,10,27,7
AAyyGZPSCdcRNH8sfN5R,Pollo al Limón con Romero y Ajo,230,3,30,10
Dx7JZTtTLdMp0Kmg8DGw,Estofado de Cerdo al Horno con Batatas y Chalotas,230,22,18,7
eiWbrIkTgQqRkxukBCxP,Hash de Salchicha de Pollo Económico,230,29,11,8
sdnduHJcn63jenA7xXJ1,Tostada de Aguacate con Tocino de Pavo y Tomate,230,20,8,130
z2UyN3PbSaCxGdoQfyI0,Shakshuka Rápida,230,25,12,9
zYVwiAf3E3n2aXHXGvjB,Chili de Pavo y Verduras,230,27,20,5
MgMU1v3xSiyO2si5SKOv,"Sándwich Económico de Huevo, Jamón y Espinaca",234,24,16,10
X50HlQMa9Vrvicxg698Y,Sopa Vegetariana Thai de Champiñones en Instant Pot,240,35,12,7
Yjq2M2XUCa8BCrQTL9z6,Frittata de Espárragos y Bok Choy,240,5,18,16
i2B1pKTmoqLbNhHKqXo6,Panqueques de Almendra y Arándanos,240,16,13,16
rM9l9DJpttD1QwSfe143,Avena Mediterránea Salada,240,37,12,5
shIPw5IjgB4uwUjjD05N,Yogur Griego Estilo Tzatziki Salado,240,12,19,14
7Wd2tAcFZWcNbhjfeTMl,Tazón de Arroz Frito con Verduras Baja en Carbohidratos,250,11,25,12
EMoSJILMxFGLu0OVwiIr,Pasta de Kale Vegetariana,250,38,17,6
nfFL66oz78w2DaJvaZ9F,Tostadas de Huevo y Aguacate,250,26,12,12
1lJ2FGierMEEM8NGoGen,Avena Nocturna de Pastel de Calabaza,260,26,22,10
41VKWTsXYRVz1kMuTPRe,Shakshuka con Pimientos Rojos y Queso de Cabra,260,16,18,14
ACAW9nacnNOET8L5mC0V,Frascos de Huevo y Verduras en Microondas,260,3,20,18
NT7wKbR2PCoy3Xnl09hK,Cazuela Fácil de Pollo y Verduras,260,23,27,7
SqboklcNQvhgmvRMSXbj,Cazuela de Tostadas Francesas con Fresas y Queso Crema,260,27,11,12
bTRy59Axh9yfkTgLPsxs,Panqueques de Mijo con Puré de Lentejas,260,44,16,3
vlJml0Ju1o894xpdYhBe,Tazón de Desayuno con Batido,260,34,11,10
H2uGfrT6VJuuldhkzV6P,Galletas de Desayuno,270,33,11,12
o2ftZ6Jln2XjefWFFXpY,Crepes Salados,270,31,21,8
sVfjdu95xSV6y9FIgewG,Frascos de Sopa Instantánea Casera,270,32,10,11
Zz4HN6Ghi1Empf9ecUbt,Avena al Horno con Calabaza,280,43,10,8
fnqCad8oeoEfp12aVMjA,Pollo y Batatas en Olla de Cocción Lenta Económicas,280,29,28,5
jniDjO2Yc25GpbTPZHLm,Lentejas y Huevos Escalfados en Instant Pot,280,22,16,15
pShgOULLUl3bA3vsUdOx,Chili de Pavo y Tres Frijoles,280,33,20,7
tkMw4JHj4fiW94zEOmAP,Amantes de la Pizza para el Desayuno,280,37,10,12
y6s6cwnA4iHaeX7evVc0,Salteado Asiático de Tofu,280,37,15,9
8yvKuVQSncvdbddetpOY,Batido de Pastel de Calabaza,285,29,29,7
TicHozOup025h3Co00h1,Tostadas Francesas de Manzana y Nuez,285,34,14,11
k18AMn5DDxdRabISDJSM,Tostadas Francesas de Manzana y Nuez (Pan de Nube),290,13,12,22
oNWA3NArf2iTs8N2g5Qc,Chili de Res Fácil,290,34,22,8
oPcGBUxuYMrLPC4w4hvR,Avena Nocturna de Canela y Vainilla Francesa,290,47,14,8
wXSKFz8J3aC3E9pEgBpi,"Huevos Rancheros con Frijoles Pinto, Arroz Integral y Salchicha de Pollo",290,31,22,9
E5wRnjWpZVFZ6yho9yeC,Pizza de Aguacate y Huevo,300,25,7,20
Xh8lf2265ONIqSGc4MW1,Chili sin Picar,300,26,26,11
i4tAIBMC6br0gnBvQgy0,Pechuga de Pollo Empanizada con Pacanas,300,3,37,15
qUIwaDqPTs9qymhJlkRP,Huevos Rancheros Blancos,300,30,21,10
tj7fE01wHgQOd6pc71Lh,Nachos para Tailgate,300,32,25,8
RqagKElkHtJsUJsOGhqi,Pita Mediterránea de Pollo,310,25,26,13
tFzGsAjRjjPvQuQPYmDc,Tostadas de Pollo Económicas,310,26,29,10
Hio5Fv3dgkpv8iEpZ45D,Tazones de Ensalada de Atún con Aguacate,320,11,22,23
0rseZYAmXzFoMQM9kH9Q,Batido de Té Verde y Arándanos,330,27,30,13
HUrCgx4ZDMcNjczai7tu,Tazón de Batido Tropical,330,44,18,13
hs2rJc6sh0AJf3pF2rsG,"Pollo, Judías Verdes y Papas en Bandeja",330,19,25,17
sHWicOcf5Pi1PN4sONeR,Huevos Ahogados en Salsa Verde,330,27,12,21
IbprBXXW0AEFNpIG3Hdw,Burrito de Frijol Rápido,340,45,11,15
NF8Bs5BViMOcoYUP9ojR,"Tazón BBQ Ama tus Sobras""""",340,38,37,6
zol8FbtDLWfPOIy2E7qa,Pizza de Desayuno,340,31,17,140
Y2l6SCo9p32MIJr5lDPA,Salmón y Judías Verdes al Horno en Bandeja,350,4,20,28
NrxZU3BrUDNQXdZpFDSm,Tazón de Batido Verde,360,51,19,15
xjJONwpgkxzenmYOEkkF,Sándwiches de Huevo Frito y Aguacate,360,36,15,18
LaXejNpVaOIPBz2rywS6,Avena Infundida con Jengibre,370,57,16,10
kJZ3hhWNPOlsdtwlDCDF,Hamburguesas de Pavo al Estilo Baja,370,37,25,13
Z5VlpLtYR90rh68qM0lR,Salteado de Carne y Brócoli,373,37,18,17
YnnOlsjdj5Cz8cKFMBqN,Parfait de Yogur con Pastel de Manzana,380,26,17,25
8SONnzbRS5PBUn7xQBxU,"Tazón de Mandarina, Verduras y Proteína",390,31,29,19
0x7jllbRfZYDZGDmwkLg,Taco de Huevo Frito al Sol y Aguacate,405,33,13,27
NprCojJoJlNW6j9Z9ZlY,Pollo y Waffles de Granos Enteros,410,44,35,10
4ptNtBTZm9A9r9M22mg7,Frittata de Salchicha Italiana,420,45,35,15
PSvxOwXZyJD7Sv0ziADN,Avena Salada con Queso,450,40,22,22
