ID Receta,Titulo,Calorias,Carbohidratos,Proteinas,Grasas
92qomV1Gfg60hNgIiXNU,Portobellos Rellenos de Espinaca y Alcachofa,240,16,18,12
O4JRcEmt7ABIFMrhX2YW,Nachos de Pollo Deluxe Económicos,245,25,22,7
pR901f8nw11JpXZCpgLL,Ensalada Asiática de Edamame y Arroz Integral,245,35,9,9
CgLBX9wn1L1fe7BWUDMW,Pastel de Manzana de Ronaldo,250,40,4,10
CFCMAPo4zpAqfkXGlmKt,Mini Sándwiches de Ensalada de Pollo,260,28,18,9
AlMJWNdHG0qthMmFc8Kw,Albóndigas BBQ,270,15,25,10
H2uGfrT6VJuuldhkzV6P,Galletas de Desayuno,270,33,11,12
8yvKuVQSncvdbddetpOY,Batido de Pastel de Calabaza,285,29,29,7
HGbVY0oqAabVPdbq5FBN,Filete de Res Criollo,300,28,26,9
tj7fE01wHgQOd6pc71Lh,Nachos para Tailgate,300,32,25,8
YcLaXY87UnJdigJUxncB,Lentejas y Verduras Verdes con Manzanas,350,42,14,15
l1UuHObBcj8tdZhoRZI9,Tazas de Lechuga con Pollo y Pimientos Asados,390,25,31,17
